layer_name,input,kv_cache,tp_size,latency(ns)
down_proj,93,0,1,4559
final_layernorm,93,0,1,31423
lm_head,93,0,1,768
embedding,94,0,1,6064
input_layernorm,94,0,1,31183
q_proj,94,0,1,26479
k_proj,94,0,1,20752
rope,94,0,1,40352
post_layernorm,94,0,1,31744
act_fn,94,0,1,9392
down_proj,94,0,1,4544
final_layernorm,94,0,1,31616
lm_head,94,0,1,736
embedding,95,0,1,6288
input_layernorm,95,0,1,31407
q_proj,95,0,1,25917
k_proj,95,0,1,20575
rope,95,0,1,40288
post_layernorm,95,0,1,31630
act_fn,95,0,1,9359
down_proj,95,0,1,4720
final_layernorm,95,0,1,31471
lm_head,95,0,1,768
embedding,96,0,1,6223
input_layernorm,96,0,1,30878
q_proj,96,0,1,26016
k_proj,96,0,1,23119
v_proj,96,0,1,2416
rope,96,0,1,41280
post_layernorm,96,0,1,30928
act_fn,96,0,1,9440
down_proj,96,0,1,4607
final_layernorm,96,0,1,31152
lm_head,96,0,1,816
embedding,97,0,1,6208
input_layernorm,97,0,1,31327
q_proj,97,0,1,25650
k_proj,97,0,1,23584
v_proj,97,0,1,2432
rope,97,0,1,41120
post_layernorm,97,0,1,31664
act_fn,97,0,1,9376
down_proj,97,0,1,4592
final_layernorm,97,0,1,31248
lm_head,97,0,1,752
embedding,98,0,1,6256
input_layernorm,98,0,1,31376
q_proj,98,0,1,25664
k_proj,98,0,1,23776
v_proj,98,0,1,2432
rope,98,0,1,40530
post_layernorm,98,0,1,31888
act_fn,98,0,1,9585
down_proj,98,0,1,4560
final_layernorm,98,0,1,31536
lm_head,98,0,1,832
embedding,99,0,1,6288
input_layernorm,99,0,1,31343
q_proj,99,0,1,25840
k_proj,99,0,1,23519
v_proj,99,0,1,2432
rope,99,0,1,40527
post_layernorm,99,0,1,31662
act_fn,99,0,1,9647
down_proj,99,0,1,4608
final_layernorm,99,0,1,31904
lm_head,99,0,1,816
embedding,100,0,1,6416
input_layernorm,100,0,1,31197
q_proj,100,0,1,26240
k_proj,100,0,1,23198
v_proj,100,0,1,2415
rope,100,0,1,41280
post_layernorm,100,0,1,31519
act_fn,100,0,1,9569
down_proj,100,0,1,4607
final_layernorm,100,0,1,31631
lm_head,100,0,1,832
embedding,101,0,1,6400
input_layernorm,101,0,1,31504
q_proj,101,0,1,26336
k_proj,101,0,1,23601
v_proj,101,0,1,2431
rope,101,0,1,41679
post_layernorm,101,0,1,31727
act_fn,101,0,1,9648
down_proj,101,0,1,4607
final_layernorm,101,0,1,31376
lm_head,101,0,1,800
embedding,102,0,1,6304
input_layernorm,102,0,1,31774
q_proj,102,0,1,26223
k_proj,102,0,1,23440
v_proj,102,0,1,2416
rope,102,0,1,41232
post_layernorm,102,0,1,31921
act_fn,102,0,1,9856
down_proj,102,0,1,4640
final_layernorm,102,0,1,31712
lm_head,102,0,1,784
embedding,103,0,1,6352
input_layernorm,103,0,1,31841
q_proj,103,0,1,26640
k_proj,103,0,1,23344
v_proj,103,0,1,2432
rope,103,0,1,40991
post_layernorm,103,0,1,31920
act_fn,103,0,1,9873
down_proj,103,0,1,4640
final_layernorm,103,0,1,32032
lm_head,103,0,1,768
embedding,104,0,1,6384
input_layernorm,104,0,1,31213
q_proj,104,0,1,27007
k_proj,104,0,1,23329
v_proj,104,0,1,2447
rope,104,0,1,41392
post_layernorm,104,0,1,31231
act_fn,104,0,1,9743
down_proj,104,0,1,4656
final_layernorm,104,0,1,31439
lm_head,104,0,1,768
embedding,105,0,1,6176
input_layernorm,105,0,1,31984
q_proj,105,0,1,26673
k_proj,105,0,1,23711
v_proj,105,0,1,2432
rope,105,0,1,41359
post_layernorm,105,0,1,32144
act_fn,105,0,1,9840
down_proj,105,0,1,4640
final_layernorm,105,0,1,31679
lm_head,105,0,1,736
embedding,106,0,1,6208
input_layernorm,106,0,1,32078
q_proj,106,0,1,26510
k_proj,106,0,1,23823
v_proj,106,0,1,2415
rope,106,0,1,41168
post_layernorm,106,0,1,32335
act_fn,106,0,1,10048
down_proj,106,0,1,4656
final_layernorm,106,0,1,31808
lm_head,106,0,1,768
embedding,107,0,1,6144
input_layernorm,107,0,1,31936
q_proj,107,0,1,26751
k_proj,107,0,1,23502
v_proj,107,0,1,2400
rope,107,0,1,40975
post_layernorm,107,0,1,32079
act_fn,107,0,1,10032
down_proj,107,0,1,4560
final_layernorm,107,0,1,32096
lm_head,107,0,1,784
embedding,108,0,1,6336
input_layernorm,108,0,1,31600
q_proj,108,0,1,27150
k_proj,108,0,1,23168
v_proj,108,0,1,2400
rope,108,0,1,41535
post_layernorm,108,0,1,31791
act_fn,108,0,1,10048
down_proj,108,0,1,4640
final_layernorm,108,0,1,31952
lm_head,108,0,1,784
embedding,109,0,1,6432
input_layernorm,109,0,1,31696
q_proj,109,0,1,26928
k_proj,109,0,1,23392
v_proj,109,0,1,2400
rope,109,0,1,41791
post_layernorm,109,0,1,32063
act_fn,109,0,1,10143
down_proj,109,0,1,4672
final_layernorm,109,0,1,31776
lm_head,109,0,1,816
embedding,110,0,1,6464
input_layernorm,110,0,1,31967
q_proj,110,0,1,27055
k_proj,110,0,1,23521
v_proj,110,0,1,2464
rope,110,0,1,41456
post_layernorm,110,0,1,32176
act_fn,110,0,1,10271
down_proj,110,0,1,4543
final_layernorm,110,0,1,31936
lm_head,110,0,1,736
embedding,111,0,1,6688
input_layernorm,111,0,1,31759
q_proj,111,0,1,27359
k_proj,111,0,1,23423
v_proj,111,0,1,2432
rope,111,0,1,41470
post_layernorm,111,0,1,31935
act_fn,111,0,1,10271
down_proj,111,0,1,4639
final_layernorm,111,0,1,32144
lm_head,111,0,1,832
embedding,112,0,1,6352
input_layernorm,112,0,1,31344
q_proj,112,0,1,27248
k_proj,112,0,1,23248
v_proj,112,0,1,2432
rope,112,0,1,42128
post_layernorm,112,0,1,31566
act_fn,112,0,1,10240
down_proj,112,0,1,4592
final_layernorm,112,0,1,31695
lm_head,112,0,1,736
embedding,113,0,1,6704
input_layernorm,113,0,1,32175
q_proj,113,0,1,26929
k_proj,113,0,1,21055
rope,113,0,1,42350
post_layernorm,113,0,1,32336
act_fn,113,0,1,10351
down_proj,113,0,1,5168
final_layernorm,113,0,1,32096
lm_head,113,0,1,768
embedding,114,0,1,6656
input_layernorm,114,0,1,32163
q_proj,114,0,1,27264
k_proj,114,0,1,20896
rope,114,0,1,42560
post_layernorm,114,0,1,32302
act_fn,114,0,1,10383
down_proj,114,0,1,5104
final_layernorm,114,0,1,32271
lm_head,114,0,1,752
embedding,115,0,1,6752
input_layernorm,115,0,1,32079
q_proj,115,0,1,27232
k_proj,115,0,1,21088
rope,115,0,1,42767
post_layernorm,115,0,1,32607
act_fn,115,0,1,10464
down_proj,115,0,1,5199
final_layernorm,115,0,1,32463
lm_head,115,0,1,832
embedding,116,0,1,6831
input_layernorm,116,0,1,31741
q_proj,116,0,1,27473
k_proj,116,0,1,21055
rope,116,0,1,42912
post_layernorm,116,0,1,32206
act_fn,116,0,1,10543
down_proj,116,0,1,5216
final_layernorm,116,0,1,32191
lm_head,116,0,1,736
embedding,117,0,1,6944
input_layernorm,117,0,1,31885
q_proj,117,0,1,27471
k_proj,117,0,1,21135
rope,117,0,1,43071
post_layernorm,117,0,1,32223
act_fn,117,0,1,10560
down_proj,117,0,1,5231
final_layernorm,117,0,1,32239
lm_head,117,0,1,736
embedding,118,0,1,6928
input_layernorm,118,0,1,31871
q_proj,118,0,1,27439
k_proj,118,0,1,21041
rope,118,0,1,42910
post_layernorm,118,0,1,32495
act_fn,118,0,1,10640
down_proj,118,0,1,5344
final_layernorm,118,0,1,32447
lm_head,118,0,1,815
embedding,119,0,1,6928
input_layernorm,119,0,1,31998
q_proj,119,0,1,27616
k_proj,119,0,1,21055
rope,119,0,1,43360
post_layernorm,119,0,1,32465
act_fn,119,0,1,10719
down_proj,119,0,1,5280
final_layernorm,119,0,1,32239
lm_head,119,0,1,736
embedding,120,0,1,7152
input_layernorm,120,0,1,31918
q_proj,120,0,1,27728
k_proj,120,0,1,21103
rope,120,0,1,43327
post_layernorm,120,0,1,32240
act_fn,120,0,1,10735
down_proj,120,0,1,5296
final_layernorm,120,0,1,32096
lm_head,120,0,1,767
embedding,121,0,1,7152
input_layernorm,121,0,1,32080
q_proj,121,0,1,27742
k_proj,121,0,1,23808
v_proj,121,0,1,2464
rope,121,0,1,43279
post_layernorm,121,0,1,32399
act_fn,121,0,1,11279
down_proj,121,0,1,5264
final_layernorm,121,0,1,32256
lm_head,121,0,1,736
embedding,122,0,1,6944
input_layernorm,122,0,1,32223
q_proj,122,0,1,27568
k_proj,122,0,1,24127
v_proj,122,0,1,2528
rope,122,0,1,42782
post_layernorm,122,0,1,32625
act_fn,122,0,1,11344
down_proj,122,0,1,5168
final_layernorm,122,0,1,32543
lm_head,122,0,1,736
embedding,123,0,1,6992
input_layernorm,123,0,1,32048
q_proj,123,0,1,27728
k_proj,123,0,1,23679
v_proj,123,0,1,2464
rope,123,0,1,42704
post_layernorm,123,0,1,32606
act_fn,123,0,1,11423
down_proj,123,0,1,5200
final_layernorm,123,0,1,32592
lm_head,123,0,1,736
embedding,124,0,1,7040
input_layernorm,124,0,1,32015
q_proj,124,0,1,28175
k_proj,124,0,1,23440
v_proj,124,0,1,2463
rope,124,0,1,43437
post_layernorm,124,0,1,32605
act_fn,124,0,1,11568
down_proj,124,0,1,5248
final_layernorm,124,0,1,32448
lm_head,124,0,1,736
embedding,125,0,1,7200
input_layernorm,125,0,1,32496
q_proj,125,0,1,28016
k_proj,125,0,1,23743
v_proj,125,0,1,2464
rope,125,0,1,43520
post_layernorm,125,0,1,32879
act_fn,125,0,1,11584
down_proj,125,0,1,5216
final_layernorm,125,0,1,32512
lm_head,125,0,1,736
embedding,126,0,1,7136
input_layernorm,126,0,1,32560
q_proj,126,0,1,28287
k_proj,126,0,1,23903
v_proj,126,0,1,2528
rope,126,0,1,43168
post_layernorm,126,0,1,33182
act_fn,126,0,1,11632
down_proj,126,0,1,5168
final_layernorm,126,0,1,32720
lm_head,126,0,1,736
embedding,127,0,1,7072
input_layernorm,127,0,1,32397
q_proj,127,0,1,28432
k_proj,127,0,1,23584
v_proj,127,0,1,2496
rope,127,0,1,43072
post_layernorm,127,0,1,32848
act_fn,127,0,1,11712
down_proj,127,0,1,5151
final_layernorm,127,0,1,32928
lm_head,127,0,1,736
embedding,128,0,1,7200
input_layernorm,128,0,1,31952
q_proj,128,0,1,28479
k_proj,128,0,1,22961
v_proj,128,0,1,2464
rope,128,0,1,43439
post_layernorm,128,0,1,32320
act_fn,128,0,1,11136
down_proj,128,0,1,5152
final_layernorm,128,0,1,32129
lm_head,128,0,1,736
embedding,129,0,1,7104
input_layernorm,129,0,1,32223
q_proj,129,0,1,28113
k_proj,129,0,1,20479
rope,129,0,1,43696
post_layernorm,129,0,1,32814
act_fn,129,0,1,11216
down_proj,129,0,1,5168
final_layernorm,129,0,1,32816
lm_head,129,0,1,736
embedding,130,0,1,7328
input_layernorm,130,0,1,32350
q_proj,130,0,1,28160
k_proj,130,0,1,20495
rope,130,0,1,43775
post_layernorm,130,0,1,32848
act_fn,130,0,1,11327
down_proj,130,0,1,5168
final_layernorm,130,0,1,32751
lm_head,130,0,1,816
embedding,131,0,1,7215
input_layernorm,131,0,1,32416
q_proj,131,0,1,28256
k_proj,131,0,1,20656
rope,131,0,1,44000
post_layernorm,131,0,1,32896
act_fn,131,0,1,11279
down_proj,131,0,1,5264
final_layernorm,131,0,1,32704
lm_head,131,0,1,784
embedding,132,0,1,7440
input_layernorm,132,0,1,32433
q_proj,132,0,1,28288
k_proj,132,0,1,20656
rope,132,0,1,43873
post_layernorm,132,0,1,32750
act_fn,132,0,1,11424
down_proj,132,0,1,5216
final_layernorm,132,0,1,32816
lm_head,132,0,1,832
embedding,133,0,1,7376
input_layernorm,133,0,1,32142
q_proj,133,0,1,28896
k_proj,133,0,1,20576
rope,133,0,1,44927
post_layernorm,133,0,1,32880
act_fn,133,0,1,11504
down_proj,133,0,1,5280
final_layernorm,133,0,1,32672
lm_head,133,0,1,768
embedding,134,0,1,7296
input_layernorm,134,0,1,32558
q_proj,134,0,1,29294
k_proj,134,0,1,20848
rope,134,0,1,45392
post_layernorm,134,0,1,33503
act_fn,134,0,1,11535
down_proj,134,0,1,5168
final_layernorm,134,0,1,33295
lm_head,134,0,1,736
embedding,135,0,1,7392
input_layernorm,135,0,1,32560
q_proj,135,0,1,29551
k_proj,135,0,1,20989
rope,135,0,1,45759
post_layernorm,135,0,1,33279
act_fn,135,0,1,11616
down_proj,135,0,1,5280
final_layernorm,135,0,1,33023
lm_head,135,0,1,816
embedding,136,0,1,7584
input_layernorm,136,0,1,32431
q_proj,136,0,1,29727
k_proj,136,0,1,20767
rope,136,0,1,45966
post_layernorm,136,0,1,32752
act_fn,136,0,1,11600
down_proj,136,0,1,5264
final_layernorm,136,0,1,32591
lm_head,136,0,1,815
embedding,137,0,1,7360
input_layernorm,137,0,1,32720
q_proj,137,0,1,29631
k_proj,137,0,1,20912
rope,137,0,1,46031
post_layernorm,137,0,1,33455
act_fn,137,0,1,11728
down_proj,137,0,1,5216
final_layernorm,137,0,1,33007
lm_head,137,0,1,736
embedding,138,0,1,7536
input_layernorm,138,0,1,32719
q_proj,138,0,1,30015
k_proj,138,0,1,20736
rope,138,0,1,46271
post_layernorm,138,0,1,33391
act_fn,138,0,1,11792
down_proj,138,0,1,5200
final_layernorm,138,0,1,33152
lm_head,138,0,1,815
embedding,139,0,1,7391
input_layernorm,139,0,1,32898
q_proj,139,0,1,29887
k_proj,139,0,1,20880
rope,139,0,1,46336
post_layernorm,139,0,1,33504
act_fn,139,0,1,11696
down_proj,139,0,1,5328
final_layernorm,139,0,1,32960
lm_head,139,0,1,784
embedding,140,0,1,7568
input_layernorm,140,0,1,32830
q_proj,140,0,1,30209
k_proj,140,0,1,20848
rope,140,0,1,46286
post_layernorm,140,0,1,33266
act_fn,140,0,1,11776
down_proj,140,0,1,5280
final_layernorm,140,0,1,33008
lm_head,140,0,1,816
embedding,141,0,1,7647
input_layernorm,141,0,1,32814
q_proj,141,0,1,30207
k_proj,141,0,1,20800
rope,141,0,1,47103
post_layernorm,141,0,1,33551
act_fn,141,0,1,11887
down_proj,141,0,1,5184
final_layernorm,141,0,1,33103
lm_head,141,0,1,816
embedding,142,0,1,7616
input_layernorm,142,0,1,32847
q_proj,142,0,1,30527
k_proj,142,0,1,20672
rope,142,0,1,46895
post_layernorm,142,0,1,33232
act_fn,142,0,1,12015
down_proj,142,0,1,5200
final_layernorm,142,0,1,33168
lm_head,142,0,1,832
embedding,143,0,1,7744
input_layernorm,143,0,1,32912
q_proj,143,0,1,30416
k_proj,143,0,1,21057
rope,143,0,1,47263
post_layernorm,143,0,1,33439
act_fn,143,0,1,11936
down_proj,143,0,1,5296
final_layernorm,143,0,1,33182
lm_head,143,0,1,832
embedding,144,0,1,7568
input_layernorm,144,0,1,32704
q_proj,144,0,1,30320
k_proj,144,0,1,20656
rope,144,0,1,46991
post_layernorm,144,0,1,33104
act_fn,144,0,1,12064
down_proj,144,0,1,5312
final_layernorm,144,0,1,32895
lm_head,144,0,1,832
embedding,145,0,1,7776
input_layernorm,145,0,1,33088
q_proj,145,0,1,30160
k_proj,145,0,1,20864
rope,145,0,1,47744
post_layernorm,145,0,1,33536
act_fn,145,0,1,12128
down_proj,145,0,1,5615
final_layernorm,145,0,1,33312
lm_head,145,0,1,736
embedding,146,0,1,7744
input_layernorm,146,0,1,33215
q_proj,146,0,1,30272
k_proj,146,0,1,20783
rope,146,0,1,47184
post_layernorm,146,0,1,33408
act_fn,146,0,1,12128
down_proj,146,0,1,5568
final_layernorm,146,0,1,33504
lm_head,146,0,1,783
embedding,147,0,1,7727
input_layernorm,147,0,1,33181
q_proj,147,0,1,30368
k_proj,147,0,1,20864
rope,147,0,1,47919
post_layernorm,147,0,1,33551
act_fn,147,0,1,12241
down_proj,147,0,1,5600
final_layernorm,147,0,1,33631
lm_head,147,0,1,831
embedding,148,0,1,7680
input_layernorm,148,0,1,33344
q_proj,148,0,1,30639
k_proj,148,0,1,20800
rope,148,0,1,47536
post_layernorm,148,0,1,33520
act_fn,148,0,1,12256
down_proj,148,0,1,5568
final_layernorm,148,0,1,33631
lm_head,148,0,1,783
embedding,149,0,1,7840
input_layernorm,149,0,1,33134
q_proj,149,0,1,30560
k_proj,149,0,1,20672
rope,149,0,1,48111
post_layernorm,149,0,1,33551
act_fn,149,0,1,12272
down_proj,149,0,1,5615
final_layernorm,149,0,1,33568
lm_head,149,0,1,736
embedding,150,0,1,8031
input_layernorm,150,0,1,33438
q_proj,150,0,1,30911
k_proj,150,0,1,20590
rope,150,0,1,47727
post_layernorm,150,0,1,33648
act_fn,150,0,1,12352
down_proj,150,0,1,5615
final_layernorm,150,0,1,33837
lm_head,150,0,1,831
embedding,151,0,1,8047
input_layernorm,151,0,1,33361
q_proj,151,0,1,30943
k_proj,151,0,1,20848
rope,151,0,1,48224
post_layernorm,151,0,1,33662
act_fn,151,0,1,12400
down_proj,151,0,1,5583
final_layernorm,151,0,1,33599
lm_head,151,0,1,768
embedding,152,0,1,7936
input_layernorm,152,0,1,33120
q_proj,152,0,1,30927
k_proj,152,0,1,20687
rope,152,0,1,47888
post_layernorm,152,0,1,33294
act_fn,152,0,1,12479
down_proj,152,0,1,5664
final_layernorm,152,0,1,33248
lm_head,152,0,1,832
embedding,153,0,1,7983
input_layernorm,153,0,1,33294
q_proj,153,0,1,31119
k_proj,153,0,1,20640
rope,153,0,1,48400
post_layernorm,153,0,1,33728
act_fn,153,0,1,12384
down_proj,153,0,1,5664
final_layernorm,153,0,1,33472
lm_head,153,0,1,816
embedding,154,0,1,7952
input_layernorm,154,0,1,33548
q_proj,154,0,1,31216
k_proj,154,0,1,20817
rope,154,0,1,48623
post_layernorm,154,0,1,33856
act_fn,154,0,1,12512
down_proj,154,0,1,5632
final_layernorm,154,0,1,33600
lm_head,154,0,1,784
embedding,155,0,1,8063
input_layernorm,155,0,1,33486
q_proj,155,0,1,31183
k_proj,155,0,1,20687
rope,155,0,1,48607
post_layernorm,155,0,1,33840
act_fn,155,0,1,12480
down_proj,155,0,1,5680
final_layernorm,155,0,1,33727
lm_head,155,0,1,831
embedding,156,0,1,8175
input_layernorm,156,0,1,33646
q_proj,156,0,1,31631
k_proj,156,0,1,20494
rope,156,0,1,48624
post_layernorm,156,0,1,34128
act_fn,156,0,1,12560
down_proj,156,0,1,5615
final_layernorm,156,0,1,33839
lm_head,156,0,1,832
embedding,157,0,1,8192
input_layernorm,157,0,1,33777
q_proj,157,0,1,31695
k_proj,157,0,1,20847
rope,157,0,1,49023
post_layernorm,157,0,1,33985
act_fn,157,0,1,12592
down_proj,157,0,1,5568
final_layernorm,157,0,1,33967
lm_head,157,0,1,784
embedding,158,0,1,8160
input_layernorm,158,0,1,33456
q_proj,158,0,1,31599
k_proj,158,0,1,20624
rope,158,0,1,48879
post_layernorm,158,0,1,33981
act_fn,158,0,1,12704
down_proj,158,0,1,5567
final_layernorm,158,0,1,33808
lm_head,158,0,1,768
embedding,159,0,1,8112
input_layernorm,159,0,1,33567
q_proj,159,0,1,31870
k_proj,159,0,1,20768
rope,159,0,1,48912
post_layernorm,159,0,1,33903
act_fn,159,0,1,12736
down_proj,159,0,1,5679
final_layernorm,159,0,1,33920
lm_head,159,0,1,832
embedding,160,0,1,8224
input_layernorm,160,0,1,33487
q_proj,160,0,1,31678
k_proj,160,0,1,20848
rope,160,0,1,48928
post_layernorm,160,0,1,33807
act_fn,160,0,1,12848
down_proj,160,0,1,5583
final_layernorm,160,0,1,33551
lm_head,160,0,1,800
embedding,161,0,1,8143
input_layernorm,161,0,1,34305
q_proj,161,0,1,31521
k_proj,161,0,1,23566
v_proj,161,0,1,2592
rope,161,0,1,49040
post_layernorm,161,0,1,34622
act_fn,161,0,1,13616
down_proj,161,0,1,5792
final_layernorm,161,0,1,33920
lm_head,161,0,1,832
embedding,162,0,1,8224
input_layernorm,162,0,1,33537
q_proj,162,0,1,31712
k_proj,162,0,1,23744
v_proj,162,0,1,2528
rope,162,0,1,49055
post_layernorm,162,0,1,34255
act_fn,162,0,1,13663
down_proj,162,0,1,5855
final_layernorm,162,0,1,34031
lm_head,162,0,1,831
embedding,163,0,1,8319
input_layernorm,163,0,1,33487
q_proj,163,0,1,32096
k_proj,163,0,1,23710
v_proj,163,0,1,2560
rope,163,0,1,49969
post_layernorm,163,0,1,34223
act_fn,163,0,1,13792
down_proj,163,0,1,5872
final_layernorm,163,0,1,33887
lm_head,163,0,1,832
embedding,164,0,1,8399
input_layernorm,164,0,1,33521
q_proj,164,0,1,32255
k_proj,164,0,1,23328
v_proj,164,0,1,2592
rope,164,0,1,50096
post_layernorm,164,0,1,34286
act_fn,164,0,1,13776
down_proj,164,0,1,5824
final_layernorm,164,0,1,34078
lm_head,164,0,1,816
embedding,165,0,1,8448
input_layernorm,165,0,1,33710
q_proj,165,0,1,31952
k_proj,165,0,1,23503
v_proj,165,0,1,2592
rope,165,0,1,49999
post_layernorm,165,0,1,34623
act_fn,165,0,1,13935
down_proj,165,0,1,5856
final_layernorm,165,0,1,34047
lm_head,165,0,1,736
embedding,166,0,1,8304
input_layernorm,166,0,1,33680
q_proj,166,0,1,32112
k_proj,166,0,1,23584
v_proj,166,0,1,2544
rope,166,0,1,49869
post_layernorm,166,0,1,34527
act_fn,166,0,1,13888
down_proj,166,0,1,5871
final_layernorm,166,0,1,34367
lm_head,166,0,1,736
embedding,167,0,1,8368
input_layernorm,167,0,1,33454
q_proj,167,0,1,32032
k_proj,167,0,1,23503
v_proj,167,0,1,2560
rope,167,0,1,49968
post_layernorm,167,0,1,34064
act_fn,167,0,1,13984
down_proj,167,0,1,5824
final_layernorm,167,0,1,34031
lm_head,167,0,1,830
embedding,168,0,1,8224
input_layernorm,168,0,1,33455
q_proj,168,0,1,32207
k_proj,168,0,1,23184
v_proj,168,0,1,2576
rope,168,0,1,49696
post_layernorm,168,0,1,33936
act_fn,168,0,1,13935
down_proj,168,0,1,5872
final_layernorm,168,0,1,33472
lm_head,168,0,1,736
embedding,169,0,1,8528
input_layernorm,169,0,1,33968
q_proj,169,0,1,32461
k_proj,169,0,1,20961
rope,169,0,1,49919
post_layernorm,169,0,1,34480
act_fn,169,0,1,14112
down_proj,169,0,1,5856
final_layernorm,169,0,1,34176
lm_head,169,0,1,832
embedding,170,0,1,8512
input_layernorm,170,0,1,33742
q_proj,170,0,1,32719
k_proj,170,0,1,20768
rope,170,0,1,49887
post_layernorm,170,0,1,34288
act_fn,170,0,1,14128
down_proj,170,0,1,5871
final_layernorm,170,0,1,34162
lm_head,170,0,1,784
embedding,171,0,1,8400
input_layernorm,171,0,1,34015
q_proj,171,0,1,32607
k_proj,171,0,1,20944
rope,171,0,1,50048
post_layernorm,171,0,1,34656
act_fn,171,0,1,14160
down_proj,171,0,1,5792
final_layernorm,171,0,1,34287
lm_head,171,0,1,736
embedding,172,0,1,8511
input_layernorm,172,0,1,34175
q_proj,172,0,1,32799
k_proj,172,0,1,20768
rope,172,0,1,49759
post_layernorm,172,0,1,34623
act_fn,172,0,1,14256
down_proj,172,0,1,5776
final_layernorm,172,0,1,34527
lm_head,172,0,1,816
embedding,173,0,1,8511
input_layernorm,173,0,1,34161
q_proj,173,0,1,32736
k_proj,173,0,1,20895
rope,173,0,1,49982
post_layernorm,173,0,1,34752
act_fn,173,0,1,14288
down_proj,173,0,1,5728
final_layernorm,173,0,1,34272
lm_head,173,0,1,768
embedding,174,0,1,8672
input_layernorm,174,0,1,34192
q_proj,174,0,1,32992
k_proj,174,0,1,20655
rope,174,0,1,50000
post_layernorm,174,0,1,34592
act_fn,174,0,1,14383
down_proj,174,0,1,5728
final_layernorm,174,0,1,34416
lm_head,174,0,1,736
embedding,175,0,1,8592
input_layernorm,175,0,1,33902
q_proj,175,0,1,32975
k_proj,175,0,1,20800
rope,175,0,1,50255
post_layernorm,175,0,1,34768
act_fn,175,0,1,14432
down_proj,175,0,1,5744
final_layernorm,175,0,1,34288
lm_head,175,0,1,800
embedding,176,0,1,8735
input_layernorm,176,0,1,33954
q_proj,176,0,1,33024
k_proj,176,0,1,20767
rope,176,0,1,50687
post_layernorm,176,0,1,34288
act_fn,176,0,1,14464
down_proj,176,0,1,5872
final_layernorm,176,0,1,34096
lm_head,176,0,1,768
embedding,177,0,1,8784
input_layernorm,177,0,1,34030
q_proj,177,0,1,32864
k_proj,177,0,1,20800
rope,177,0,1,51136
post_layernorm,177,0,1,34672
act_fn,177,0,1,14688
down_proj,177,0,1,6336
final_layernorm,177,0,1,34304
lm_head,177,0,1,736
embedding,178,0,1,8720
input_layernorm,178,0,1,34129
q_proj,178,0,1,33103
k_proj,178,0,1,20815
rope,178,0,1,51248
post_layernorm,178,0,1,35023
act_fn,178,0,1,14656
down_proj,178,0,1,6336
final_layernorm,178,0,1,34894
lm_head,178,0,1,816
embedding,179,0,1,8799
input_layernorm,179,0,1,34143
q_proj,179,0,1,33152
k_proj,179,0,1,20991
rope,179,0,1,51024
post_layernorm,179,0,1,34910
act_fn,179,0,1,14767
down_proj,179,0,1,6352
final_layernorm,179,0,1,34623
lm_head,179,0,1,736
embedding,180,0,1,8688
input_layernorm,180,0,1,34032
q_proj,180,0,1,33280
k_proj,180,0,1,20799
rope,180,0,1,51199
post_layernorm,180,0,1,35009
act_fn,180,0,1,14800
down_proj,180,0,1,6352
